Topic,Site Name,Link,Category,Languages & Frameworks,Comments
Rails API,EnvatoTuts+,https://code.tutsplus.com/articles/crafting-apis-with-rails--cms-27695,blog,"Ruby, Rails, Javascript","Complete tutorial on building the most basic Rails API. It is very thorough and highlights possible ""gotcha's"" of the process."
